target,cohort,lane,scale,split_view,seed,model,rows,baseline_r2,baseline_mae,target_permutation_r2_mean,r2_minus_null
shear_modulus,maximum_coverage,predictive_target_specific,full,reduced_composition_group,23,random_forest,13028,-0.003630194273688,24964836804.69836,-0.005337808116639,0.0017076138429509
shear_modulus,maximum_coverage,predictive_target_specific,full,reduced_composition_group,23,extra_trees,13028,-0.000474964824024,24076872607.96836,-0.0020822614970484,0.0016072966730243
shear_modulus,maximum_coverage,predictive_target_specific,full,reduced_composition_group,23,hist_gradient_boosting,13028,-0.0003792992712412,23497133729.67377,-0.0004543812732314,7.50820019901862e-05
shear_modulus,maximum_coverage,predictive_target_specific,full,reduced_composition_group,37,ridge,13028,-418.9056495775861,12187576748.148045,-648.9119347443128,230.00628516672677
shear_modulus,maximum_coverage,predictive_target_specific,full,reduced_composition_group,37,random_forest,13028,-600856.8091196931,25988269712.91137,-107945.35880990242,-492911.4503097906
shear_modulus,maximum_coverage,predictive_target_specific,full,reduced_composition_group,37,extra_trees,13028,-26698.131602261725,10276581312.104984,-31583.479392720164,4885.34779045844
shear_modulus,maximum_coverage,predictive_target_specific,full,reduced_composition_group,37,hist_gradient_boosting,13028,-4563.704319029609,7137454061.011503,-1429.4038731687986,-3134.30044586081
shear_modulus,maximum_coverage,predictive_target_specific,full,chemical_system_group,11,ridge,13028,-0.0070818070921929,19164872491.85143,-0.0087759286896761,0.0016941215974831
shear_modulus,maximum_coverage,predictive_target_specific,full,chemical_system_group,11,random_forest,13028,-2.9712685184688152,22178117667.590843,-0.7076015941852958,-2.26366692428352
shear_modulus,maximum_coverage,predictive_target_specific,full,chemical_system_group,11,extra_trees,13028,-0.0427318071750324,10075961937.407969,-0.2251706740027526,0.1824388668277201
shear_modulus,maximum_coverage,predictive_target_specific,full,chemical_system_group,11,hist_gradient_boosting,13028,-0.0321558538103858,12323812018.465704,-0.0143446113225962,-0.0178112424877895
shear_modulus,maximum_coverage,predictive_target_specific,full,chemical_system_group,23,ridge,13028,-0.0069435140735625,19072368830.128983,-0.0071034056736739,0.0001598916001113
shear_modulus,maximum_coverage,predictive_target_specific,full,chemical_system_group,23,random_forest,13028,-3.301812363262247,22224000040.777924,-1.3502406836559964,-1.9515716796062503
shear_modulus,maximum_coverage,predictive_target_specific,full,chemical_system_group,23,extra_trees,13028,-2.2102675475885154,19806101635.188686,-0.4935382341298885,-1.7167293134586268
shear_modulus,maximum_coverage,predictive_target_specific,full,chemical_system_group,23,hist_gradient_boosting,13028,-0.0417810663096831,12811882392.322584,-0.016409314319176,-0.025371751990507
shear_modulus,maximum_coverage,predictive_target_specific,full,chemical_system_group,37,ridge,13028,-0.1536554738771478,12516958231.288944,-0.2724221667673703,0.1187666928902224
shear_modulus,maximum_coverage,predictive_target_specific,full,chemical_system_group,37,random_forest,13028,-0.3206153673386738,1819944577.8223755,-25.118725980394643,24.798110613055968
shear_modulus,maximum_coverage,predictive_target_specific,full,chemical_system_group,37,extra_trees,13028,-0.5470321437164625,3697849782.792579,-8.232248516772419,7.685216373055956
shear_modulus,maximum_coverage,predictive_target_specific,full,chemical_system_group,37,hist_gradient_boosting,13028,-0.2952229550047565,4962382163.708196,-0.5513175554211064,0.2560946004163499
bulk_modulus,maximum_coverage,causal_common,full,row_random,11,ridge,13028,-0.0835887305316351,82059960.48845108,-0.3010249174917522,0.217436186960117
bulk_modulus,maximum_coverage,causal_common,full,row_random,11,random_forest,13028,-40.206115974761225,57079762.55949944,-22.652456160734527,-17.553659814026698
bulk_modulus,maximum_coverage,causal_common,full,row_random,11,extra_trees,13028,-2.0101483858744214,45733395.89827197,-13.696883503505804,11.686735117631384
bulk_modulus,maximum_coverage,causal_common,full,row_random,11,hist_gradient_boosting,13028,-0.4130478837156319,56997289.40082117,-0.6900464746819087,0.2769985909662767
bulk_modulus,maximum_coverage,causal_common,full,row_random,23,ridge,13028,-974.2764341793512,74150980.80007742,-2546.481812687021,1572.2053785076696
bulk_modulus,maximum_coverage,causal_common,full,row_random,23,random_forest,13028,-72366.08338601363,42832092.71928896,-680495.7568336012,608129.6734475875
bulk_modulus,maximum_coverage,causal_common,full,row_random,23,extra_trees,13028,-27786.41302845692,28810643.2147198,-209432.06519318468,181645.65216472777
